brand,name,image,web_url
Bob's Red Mill,"Buttermilk, Pancake & Waffle Mix, Whole Grain",https://media.fooducate.com/products/images/180x180/5D7BC394-3EE7-F8DE-47B5-80D5334B064A-2879.jpeg,https://www.fooducate.com/product/Bob-s-Red-Mill-Buttermilk-Pancake-Waffle-Mix-Whole-Grain/5D7BC393-9FC2-234B-43BF-A803F069D182
Hodgson Mill,"Pancake Mix, Buckwheat",https://media.fooducate.com/products/images/180x180/5D470668-0774-7C9E-4217-8B0653D41435-3445.jpeg,https://www.fooducate.com/product/Hodgson-Mill-Pancake-Mix-Buckwheat/77352B66-E10E-11DF-A102-FEFD45A4D471
Highland Sugarworks,"Pancake Mix, Mutligrain",https://media.fooducate.com/products/images/nophoto-plate180.jpg,https://www.fooducate.com/product/Highland-Sugarworks-Pancake-Mix-Mutligrain/5C0E1B71-77BA-244E-42BC-AEC84C2DDACE
Kodiak Cakes,"Frontier Flapjack and Waffle Mix, Buttermilk & Honey",https://media.fooducate.com/products/images/180x180/5D436918-97E6-71E3-48F1-8C798B76729E-4668.jpeg,https://www.fooducate.com/product/Kodiak-Cakes-Frontier-Flapjack-and-Waffle-Mix-Buttermilk-Honey/E0CE5532-6161-11E1-AFF9-1231380C18FB
Kodiak Cakes,"Frontier Flapjack and Waffle Mix, Buttermilk & Honey",https://media.fooducate.com/products/images/180x180/5D436918-97E6-71E3-48F1-8C798B76729E-4668.jpeg,https://www.fooducate.com/product/Kodiak-Cakes-Frontier-Flapjack-and-Waffle-Mix-Buttermilk-Honey/E0CE5532-6161-11E1-AFF9-1231380C18FB
Wheat Montana Farms & Bakery,"7 Grain With Flax, Whole Grain Pancake Mix",https://media.fooducate.com/products/images/180x180/535BE77F-E3E7-5BB9-4E30-962DC13254AA-3926.jpeg,https://www.fooducate.com/product/Wheat-Montana-Farms-Bakery-7-Grain-With-Flax-Whole-Grain-Pancake-Mix/1107C2CC-B05A-11E2-9B11-1231381A4CEA
Kodiak Cakes,Frontier Flapjack & Waffle Mix,https://media.fooducate.com/products/images/180x180/5D558B98-B2EA-A732-40E3-8A0FF8E1309E-5744.jpeg,https://www.fooducate.com/product/Kodiak-Cakes-Frontier-Flapjack-Waffle-Mix/B571ECB4-E115-11DF-A102-FEFD45A4D471
Earth's Best,"Mini Waffles, Sesame Street, Homestyle",https://media.fooducate.com/products/images/180x180/4E313DE3-38D0-91FB-4E77-9F60A2EEB0FD.jpg,https://www.fooducate.com/product/Earth-s-Best-Mini-Waffles-Sesame-Street-Homestyle/6FD17AFC-E107-11DF-A102-FEFD45A4D471
Arrowhead Mills,"Pancake & Waffle Mix, Organic Buckwheat",https://media.fooducate.com/products/images/180x180/5DAC86DC-F820-E60D-4491-B9F43C4733A7-8126.jpeg,https://www.fooducate.com/product/Arrowhead-Mills-Pancake-Waffle-Mix-Organic-Buckwheat/969FA5E0-DBAD-11E0-8977-1231380C180E
Bob's Red Mill,"Pancake & Waffle Whole Grain Mix, Buckwheat",https://media.fooducate.com/products/images/180x180/53B09B67-E05C-1185-40D3-9702702C3D82-9753.jpeg,https://www.fooducate.com/product/Bob-s-Red-Mill-Pancake-Waffle-Whole-Grain-Mix-Buckwheat/B17F4964-E109-11DF-A102-FEFD45A4D471
Birch Benders,"Pancake And Waffle Mix, Paleo",https://media.fooducate.com/products/images/180x180/5D3F3243-E6C8-7BBB-4B7A-966F1126EC71-4236.jpeg,https://www.fooducate.com/product/Birch-Benders-Pancake-And-Waffle-Mix-Paleo/55ECA430-7AB0-C169-4052-B2759629CFF1
Birch Benders,"Pancake And Waffle Mix, Paleo",https://media.fooducate.com/products/images/180x180/5D43E85C-81D9-572E-459A-B09CCB27900C-1933.jpeg,https://www.fooducate.com/product/Birch-Benders-Pancake-And-Waffle-Mix-Paleo/59D14DB8-2989-DBC0-4462-97CDB568D87A
Hodgson Mill,"Whole Wheat Pancake Mix, Buttermilk",https://media.fooducate.com/products/images/180x180/4E31702F-864D-3E79-43A4-AF937DB74F25.jpg,https://www.fooducate.com/product/Hodgson-Mill-Whole-Wheat-Pancake-Mix-Buttermilk/770C2928-E10E-11DF-A102-FEFD45A4D471
Wheat Montana Farms & Bakery,"100% Whole Wheat With Flax, Whole Grain Pancake Mix",https://media.fooducate.com/products/images/180x180/5DC85F5F-57A1-12DD-4B7B-A96836D63A9A-1659.jpeg,https://www.fooducate.com/product/Wheat-Montana-Farms-Bakery-100-Whole-Wheat-With-Flax-Whole-Grain-Pancake-Mix/CD7F1456-AB09-11E2-9B11-1231381A4CEA
Pamela's,Baking & Pancake Mix,https://media.fooducate.com/products/images/180x180/5DDACB78-26BD-E1F3-46D5-B7D8A5C8A058-8224.jpeg,https://www.fooducate.com/product/Pamela-s-Baking-Pancake-Mix/2C759024-E114-11DF-A102-FEFD45A4D471
Pamela's,Baking & Pancake Mix,https://media.fooducate.com/products/images/180x180/5DDACB78-26BD-E1F3-46D5-B7D8A5C8A058-8224.jpeg,https://www.fooducate.com/product/Pamela-s-Baking-Pancake-Mix/2C759024-E114-11DF-A102-FEFD45A4D471
Kodiak Cakes,Super Foods Flapjack And Waffle Mix,https://media.fooducate.com/products/images/180x180/55C4DC1D-8CF5-3263-480D-B274D3F926F8-1019.jpeg,https://www.fooducate.com/product/Kodiak-Cakes-Super-Foods-Flapjack-And-Waffle-Mix/55C4DC1D-8757-4582-4BB1-B0F86BD90F8A
Bob's Red Mill,Protein Pancake,https://media.fooducate.com/products/images/180x180/5D99E914-758C-D62E-454D-B0744478752F-3574.jpeg,https://www.fooducate.com/product/Bob-s-Red-Mill-Protein-Pancake/5A4191F4-9D49-549B-472B-B6A45F6D8760
Earth's Best,"Mini Waffles, Sesame Street, Blueberry",https://media.fooducate.com/products/images/180x180/4E71D41A-2758-FCAE-41E8-82B8BBC1052C.jpeg,https://www.fooducate.com/product/Earth-s-Best-Mini-Waffles-Sesame-Street-Blueberry/6FC9D64E-E107-11DF-A102-FEFD45A4D471
Essential Everyday,Whole Grain Waffles,https://media.fooducate.com/products/images/180x180/5123822E-CC96-8F2C-4005-ACF8BF4D5239-9917.jpeg,https://www.fooducate.com/product/Essential-Everyday-Whole-Grain-Waffles/BE4D355C-7A9A-11E2-9B11-1231381A4CEA
Trader Joe's,"Pancake Mix, Buttermilk Protein",https://media.fooducate.com/products/images/180x180/5CC60590-AEB2-7869-4D2E-8F910DD65E25-2789.jpeg,https://www.fooducate.com/product/Trader-Joe-s-Pancake-Mix-Buttermilk-Protein/5CC06824-F2C8-FAF8-40A5-A77E44AAB357
Trader Joe's,Buttermilk Protein Pancake Mix,https://media.fooducate.com/products/images/180x180/5CDD91EC-8F85-01CC-44C1-ADBA2CDF665C-7260.jpeg,https://www.fooducate.com/product/Trader-Joe-s-Buttermilk-Protein-Pancake-Mix/5CDD91EC-8E19-B19E-4C53-8355A6DBFC4F
Step One Foods,"Pancake Mix, Whole Oats & Walnut",https://media.fooducate.com/products/images/180x180/5D4842D0-1059-0E5D-4476-8195CF8784B2-5159.jpeg,https://www.fooducate.com/product/Step-One-Foods-Pancake-Mix-Whole-Oats-Walnut/5C64AFFF-9F0B-25D4-4693-B7882FF329DD
Birch Benders,Pancake & Waffle Mix,https://media.fooducate.com/products/images/nophoto-plate180.jpg,https://www.fooducate.com/product/Birch-Benders-Pancake-Waffle-Mix/5E2395EB-5E9C-49C3-404C-A0F1FF0E8A46
Birch Benders,Pancake & Waffle Mix,https://media.fooducate.com/products/images/180x180/5C85AEDC-9AD1-3F6E-4883-B680FD9B8702-8471.jpeg,https://www.fooducate.com/product/Birch-Benders-Pancake-Waffle-Mix/5C533240-3F20-2EB5-4657-916F563A6EFF
Flap Jacked,Protein Pancake And Baking Mix,https://media.fooducate.com/products/images/180x180/598C4E4C-BAE1-CD6D-4961-BCD0B399082C-4771.jpeg,https://www.fooducate.com/product/Flap-Jacked-Protein-Pancake-And-Baking-Mix/598C4E4C-0C38-2EDC-4B2B-8F77EF70A5DC
Flap Jacked,Protein Pancake And Baking Mix,https://media.fooducate.com/products/images/180x180/598C4E4C-BAE1-CD6D-4961-BCD0B399082C-4771.jpeg,https://www.fooducate.com/product/Flap-Jacked-Protein-Pancake-And-Baking-Mix/598C4E4C-0C38-2EDC-4B2B-8F77EF70A5DC
Kodiak Cakes,"Power Cakes, Flapjack And Waffle Mix Protein Packed",https://media.fooducate.com/products/images/180x180/5D417DD9-788F-F835-45A1-9666F084FCF6-9324.jpeg,https://www.fooducate.com/product/Kodiak-Cakes-Power-Cakes-Flapjack-And-Waffle-Mix-Protein-Packed/52D6D0DE-155B-3928-4AB0-98BD3004347A
The Silver Palate Grain Berry,Natural Berries Of Grain Pancake And Waffle Mix,https://media.fooducate.com/products/images/180x180/5E573690-FE7F-B0AF-4E93-BF8EEBDE575F-4278.jpeg,https://www.fooducate.com/product/The-Silver-Palate-Grain-Berry-Natural-Berries-Of-Grain-Pancake-And-Waffle-Mix/CC9BA30E-943C-11E1-882E-1231381BE564
Kodiak Cakes,"Flapjack and Waffle Mix, Crunchy Peanut Butter",https://media.fooducate.com/products/images/180x180/573DCA2F-C4A3-7A8B-4D2E-9C377AB9E5EC-6763.jpeg,https://www.fooducate.com/product/Kodiak-Cakes-Flapjack-and-Waffle-Mix-Crunchy-Peanut-Butter/573D1058-F47A-C89E-4247-AA9A88240114
Kodiak Cakes,"Power Cakes, Flapjack & Waffle Mix, Buttermilk",https://media.fooducate.com/products/images/180x180/5C6C7E44-EF81-4B92-4C02-B486AC8AF09F-8003.jpeg,https://www.fooducate.com/product/Kodiak-Cakes-Power-Cakes-Flapjack-Waffle-Mix-Buttermilk/5C4B8A6D-644D-4E3B-406D-AB93ED9BCD31
Kodiak Cakes,"Power Cakes Flapjack And Waffle Mix, Buttermilk",https://media.fooducate.com/products/images/180x180/5D345C6F-F0A6-C862-4875-8D8AB1A9EDBA-1181.jpeg,https://www.fooducate.com/product/Kodiak-Cakes-Power-Cakes-Flapjack-And-Waffle-Mix-Buttermilk/534A9A46-6ECB-5D3B-4095-8F2464CDEB71
Bob's Red Mill,"Whole Grain Mix, Pancake & Waffle, Buttermilk",https://media.fooducate.com/products/images/180x180/536B0A68-0CD7-6C8D-401D-87431B531B18-6273.jpeg,https://www.fooducate.com/product/Bob-s-Red-Mill-Whole-Grain-Mix-Pancake-Waffle-Buttermilk/B1767D7A-E109-11DF-A102-FEFD45A4D471
Pamela's,Grain-Free Pancake Mix,https://media.fooducate.com/products/images/180x180/5899E5A9-2FD0-BCFB-4D9F-82C9C734D092-7430.jpeg,https://www.fooducate.com/product/Pamela-s-Grain-Free-Pancake-Mix/5899E5A9-DB78-5916-4014-877D79F5E6EE
,"Pancakes, Buckwheat, Mix",https://media.fooducate.com/products/images/180x180/543BA036-22C1-47F7-4645-9DA5050A5C61-9743.jpeg,https://www.fooducate.com/product/Pancakes-Buckwheat-Mix/B1BAA170-1FA0-11E3-A74D-1E047F0525AB
Bob's Red Mill,"Pancake & Waffle Mix, Whole Grain",https://media.fooducate.com/products/images/180x180/5D530B48-BEB4-8F4F-4246-A33F00AA19A6-7946.jpeg,https://www.fooducate.com/product/Bob-s-Red-Mill-Pancake-Waffle-Mix-Whole-Grain/5D530B47-D21B-48FC-47BE-A19BA587A8CF
Pamela's Products,Baking & Pancake Mix,https://media.fooducate.com/products/images/180x180/5D7E6299-1A2E-78E4-409D-BF190ACDB7E6-5181.jpeg,https://www.fooducate.com/product/Pamela-s-Products-Baking-Pancake-Mix/2C4A4888-E114-11DF-A102-FEFD45A4D471
Nature's Path,"Toaster Pastries, Frosted, Blueberry",https://media.fooducate.com/products/images/180x180/5D954940-6F86-E816-4BBE-A72E8FCFE91E-9036.jpeg,https://www.fooducate.com/product/Nature-s-Path-Toaster-Pastries-Frosted-Blueberry/CC192936-E10C-11DF-A102-FEFD45A4D471
Gabriella's Kitchen,High Protein Cauliflower Fettuccine Alfredo,https://media.fooducate.com/products/images/nophoto-plate180.jpg,https://www.fooducate.com/product/Gabriella-s-Kitchen-High-Protein-Cauliflower-Fettuccine-Alfredo/5D9E6AAC-9DC9-C740-455D-93E55D62E531
Birds Eye,Three Cheese Ziti,https://media.fooducate.com/products/images/nophoto-plate180.jpg,https://www.fooducate.com/product/Birds-Eye-Three-Cheese-Ziti/5D6C85EF-BC1E-16F1-4AA1-A23951022691
Quaker,"Breakfast Flats, Blueberry Nut",https://media.fooducate.com/products/images/180x180/5A555DD8-41B0-DC1A-4FAF-A07363B387F7-3797.jpeg,https://www.fooducate.com/product/Quaker-Breakfast-Flats-Blueberry-Nut/5A555DD8-0F01-3156-4503-AD8EF33EBDDA
Boomerang's,"Puff Pastry, Chicken & Mushroom",https://media.fooducate.com/products/images/180x180/59ECA6BC-36C2-F22B-4166-ADB2E78292C1-5340.jpeg,https://www.fooducate.com/product/Boomerang-s-Puff-Pastry-Chicken-Mushroom/59ECA6BC-A7F9-8CB1-4FBE-8F831DC1335C
KIND,"Breakfast Bar, Honey Oat",https://media.fooducate.com/products/images/180x180/5D3A54CC-72BC-2777-49BF-88D850B429D4-9511.jpeg,https://www.fooducate.com/product/KIND-Breakfast-Bar-Honey-Oat/55E7402E-B74A-98E6-40A6-9B9788D8A1A2
Manini's,Four Cheese Ravioli,https://media.fooducate.com/products/images/nophoto-plate180.jpg,https://www.fooducate.com/product/Manini-s-Four-Cheese-Ravioli/5E173D9E-CFC7-FC20-4068-AEDBBDC8C001
Nature Valley,Biscuits With Peanut Butter,https://media.fooducate.com/products/images/180x180/5D9DF053-97D0-1D00-46C0-B39EF4A5ED1D-7321.jpeg,https://www.fooducate.com/product/Nature-Valley-Biscuits-With-Peanut-Butter/5685C094-E0C7-6D8F-4141-AB16A91E723D
Belvita,"Snack Packs, Variety Pack",https://media.fooducate.com/products/images/180x180/5DA4BDF8-5DD3-F28C-4C71-9C2D24498E54-3840.jpeg,https://www.fooducate.com/product/Belvita-Snack-Packs-Variety-Pack/5DA4BDF7-8DF7-CC4E-4A08-841BD054F342
Nature Valley,"Soft Baked Oatmeal Squares, Cinnamon Brown Sugar",https://media.fooducate.com/products/images/180x180/5D67C81B-8DD9-1891-453F-92C313A75308-8362.jpeg,https://www.fooducate.com/product/Nature-Valley-Soft-Baked-Oatmeal-Squares-Cinnamon-Brown-Sugar/83A4B05E-7AE2-11E2-9B11-1231381A4CEA
Nature Valley,"Soft Baked Oatmeal Squares, Cinnamon Brown Sugar Flavored",https://media.fooducate.com/products/images/180x180/5D813BBC-D5EC-CBAE-4DC9-B8C4D72C9E29-2391.jpeg,https://www.fooducate.com/product/Nature-Valley-Soft-Baked-Oatmeal-Squares-Cinnamon-Brown-Sugar-Flavored/559ADE80-76AC-3F83-4D70-A2ADCBF831AC
Nature Valley,"Soft Baked Oatmeal Squares, Cinnamon Brown Sugar Flavored",https://media.fooducate.com/products/images/180x180/5D813BBC-D5EC-CBAE-4DC9-B8C4D72C9E29-2391.jpeg,https://www.fooducate.com/product/Nature-Valley-Soft-Baked-Oatmeal-Squares-Cinnamon-Brown-Sugar-Flavored/559ADE80-76AC-3F83-4D70-A2ADCBF831AC
Quaker,"Breakfast Squares, Soft Baked Bars, Peanut Butter",https://media.fooducate.com/products/images/180x180/5887F645-F8F0-35B9-4F3D-A84336AEAFF4-3670.jpeg,https://www.fooducate.com/product/Quaker-Breakfast-Squares-Soft-Baked-Bars-Peanut-Butter/5887F645-4078-297F-4162-A76FF87A23CE
Nature's Path,"Sunrise Breakfast, Blueberry & Chia Biscuits",https://media.fooducate.com/products/images/180x180/58BAC19B-497F-4466-480B-AF46CC4DE360-9733.jpeg,https://www.fooducate.com/product/Nature-s-Path-Sunrise-Breakfast-Blueberry-Chia-Biscuits/58BAC19A-462B-0B0C-4086-B29D04C306A7
Nature Valley,"Breakfast Biscuits, Blueberry",https://media.fooducate.com/products/images/180x180/52CDCD36-4FEB-39E7-4F38-837336225BEC-8700.jpeg,https://www.fooducate.com/product/Nature-Valley-Breakfast-Biscuits-Blueberry/52C6C805-1983-04A2-4A9A-BF97993DC467
Nature Valley,"Biscuits, Blueberry",https://media.fooducate.com/products/images/180x180/5D4469BC-5A71-DEF8-4359-AC319A6C701A-4336.jpeg,https://www.fooducate.com/product/Nature-Valley-Biscuits-Blueberry/52D1853F-D53E-6A31-4FD4-BA5C4A7EB965
Boomerang's,"Puff Pastry, Spinach & Mushroom",https://media.fooducate.com/products/images/180x180/5C4B4907-3A5E-BD4F-45B4-AA1A1A282A3B-9771.jpeg,https://www.fooducate.com/product/Boomerang-s-Puff-Pastry-Spinach-Mushroom/595010E0-7D9C-BF6B-4041-B805A0ECCBC6
Nature Valley,"Soft Baked Oatmeal Squares, Banana Bread And Dark Chocolate",https://media.fooducate.com/products/images/180x180/558A18FD-C13E-1B9D-4A89-87B03E4AD942-8735.jpeg,https://www.fooducate.com/product/Nature-Valley-Soft-Baked-Oatmeal-Squares-Banana-Bread-And-Dark-Chocolate/5578C62A-7C95-3B88-4046-808685FB94F6
Nature Valley,"Soft Baked Oatmeal Squares, Banana Bread And Dark Chocolate",https://media.fooducate.com/products/images/180x180/5D56F8C0-8054-27B6-4F52-969334031F7E-2669.jpeg,https://www.fooducate.com/product/Nature-Valley-Soft-Baked-Oatmeal-Squares-Banana-Bread-And-Dark-Chocolate/5592EC62-937B-901E-4C20-8FA339B6860D
belVita,"Breakfast Bites, Chocolate",https://media.fooducate.com/products/images/180x180/5D9B7838-74BB-7C55-4AEF-8E461766C9BC-3393.jpeg,https://www.fooducate.com/product/belVita-Breakfast-Bites-Chocolate/54AAB01B-CC67-7CBF-4CEE-B6083836214E
belVita,"Breakfast Bites, Chocolate",https://media.fooducate.com/products/images/180x180/5436C5E1-171F-BA76-41F1-913D01E798C6-6262.jpeg,https://www.fooducate.com/product/belVita-Breakfast-Bites-Chocolate/5436C5E0-F782-655B-4B0D-8164758E29ED
belVita,"Breakfast Biscuits, Bites, Mixed Berry",https://media.fooducate.com/products/images/180x180/54ACA139-9461-3A03-4660-8B3DD396DA58-2829.jpeg,https://www.fooducate.com/product/belVita-Breakfast-Biscuits-Bites-Mixed-Berry/54A70A59-A168-8786-4848-89A7C48124CF
belVita,"Breakfast Biscuits, Bites, Mixed Berry",https://media.fooducate.com/products/images/180x180/54ACA139-9461-3A03-4660-8B3DD396DA58-2829.jpeg,https://www.fooducate.com/product/belVita-Breakfast-Biscuits-Bites-Mixed-Berry/54A70A59-A168-8786-4848-89A7C48124CF
belVita,"Breakfast Biscuits, Chocolate",https://media.fooducate.com/products/images/180x180/5D516567-14B5-AEB7-41E1-995F38D49A73-5179.jpeg,https://www.fooducate.com/product/belVita-Breakfast-Biscuits-Chocolate/8087C89E-EAAE-11E1-83D2-1231381BA074
Nature Valley,"Biscuit Sandwiches, Almond Butter",https://media.fooducate.com/products/images/180x180/5D360430-8918-148F-454B-BA92D59638AF-1355.jpeg,https://www.fooducate.com/product/Nature-Valley-Biscuit-Sandwiches-Almond-Butter/569673D0-0A35-7753-446E-9D1A3237E73B
Nature Valley,Biscuits With Almond Butter,https://media.fooducate.com/products/images/180x180/5D8FE9F2-3932-D34B-447A-B030DCE9ACE4-9919.jpeg,https://www.fooducate.com/product/Nature-Valley-Biscuits-With-Almond-Butter/568AC8B5-3C1C-FD4F-471B-A0A720A2860B
Nature Valley,"Granola Cups, Almond Butter",https://media.fooducate.com/products/images/180x180/5D37B7A8-0CEA-C3A5-4E5E-8C31264BE2C6-8278.jpeg,https://www.fooducate.com/product/Nature-Valley-Granola-Cups-Almond-Butter/58765120-E18F-7DA7-43C2-AA93107A7377
belVita,"Breakfast Biscuits, Soft Baked, Banana Bread",https://media.fooducate.com/products/images/180x180/5D58AB11-218D-4D36-49BA-96D6580FDE91-1635.jpeg,https://www.fooducate.com/product/belVita-Breakfast-Biscuits-Soft-Baked-Banana-Bread/52B45CA3-4153-BF00-437B-8D1566A32B87
belVita,"Breakfast Biscuits, Soft Baked, Banana Bread",https://media.fooducate.com/products/images/180x180/5D56E150-80C8-0FFE-4842-8C3A05357195-5250.jpeg,https://www.fooducate.com/product/belVita-Breakfast-Biscuits-Soft-Baked-Banana-Bread/52C59B8D-DF2D-C426-40F8-9A9CDF6D3859
Knorr,"Pasta Sides, Chicken Flavor",https://media.fooducate.com/products/images/nophoto-plate180.jpg,https://www.fooducate.com/product/Knorr-Pasta-Sides-Chicken-Flavor/5C1141DC-49AD-1573-4AB3-839986244A5E
Laura's Wholesome Junk Food,Cranberry Breakfast Bite-lettes,https://media.fooducate.com/products/images/180x180/59307FA0-B7D1-D319-4E98-B361D0439B12-9417.jpeg,https://www.fooducate.com/product/Laura-s-Wholesome-Junk-Food-Cranberry-Breakfast-Bite-lettes/6B417BB8-78CC-11E2-9B11-1231381A4CEA
Sunbelt Snacks & Cereals,"Fruit and Grain Bars, Raspberry, Pre-Priced",https://media.fooducate.com/products/images/180x180/4E313ED7-22A3-30D2-4A2F-ABF7CA8F6AAA.jpg,https://www.fooducate.com/product/Sunbelt-Snacks-Cereals-Fruit-and-Grain-Bars-Raspberry-Pre-Priced/81303B26-E107-11DF-A102-FEFD45A4D471
Plum Jammy Sammy,Organic Grape Jelly & Peanut Butter Sandwich Bar,https://media.fooducate.com/products/images/180x180/509F96F9-3285-21E1-4BD5-9454C97258CD.jpeg,https://www.fooducate.com/product/Plum-Jammy-Sammy-Organic-Grape-Jelly-Peanut-Butter-Sandwich-Bar/896BC1AE-2BF9-11E2-A40C-1231381A0463
Plum Jammy Sammy,Organic Grape Jelly & Peanut Butter Sandwich Bar,https://media.fooducate.com/products/images/180x180/509F96F9-3285-21E1-4BD5-9454C97258CD.jpeg,https://www.fooducate.com/product/Plum-Jammy-Sammy-Organic-Grape-Jelly-Peanut-Butter-Sandwich-Bar/896BC1AE-2BF9-11E2-A40C-1231381A0463
belVita,"Breakfast Biscuits, Soft Baked, Mixed Berry",https://media.fooducate.com/products/images/180x180/517A4FC3-A634-25C3-4EF0-823178D30290-9720.jpeg,https://www.fooducate.com/product/belVita-Breakfast-Biscuits-Soft-Baked-Mixed-Berry/D78A6170-AE57-11E2-9B11-1231381A4CEA
Nabisco Belvita,"Breakfast Biscuits, Pumpkin Spice",https://media.fooducate.com/products/images/180x180/55E8BDBE-0FEA-AA1F-4281-B8901C6A96A3-9171.jpeg,https://www.fooducate.com/product/Nabisco-Belvita-Breakfast-Biscuits-Pumpkin-Spice/55E4E28F-9C6E-2916-4CEF-979283A7D38D
belVita,"Breakfast Biscuits, Cinnamon Brown Sugar",https://media.fooducate.com/products/images/180x180/529F8462-A001-87D6-4907-AAA3A9346E20-1108.jpeg,https://www.fooducate.com/product/belVita-Breakfast-Biscuits-Cinnamon-Brown-Sugar/529B7B48-D09B-4F61-4F08-8D06C6EC0FF8
Cheerios,Fruity Cheerios Cereal Bar,https://media.fooducate.com/products/images/180x180/5318BE75-EE15-370D-419A-B772E19A403D-9983.jpeg,https://www.fooducate.com/product/Cheerios-Fruity-Cheerios-Cereal-Bar/527827E6-7324-026C-42C5-8F5C4EF32858
Snapdragon,Vegetable Pho,https://media.fooducate.com/products/images/nophoto-plate180.jpg,https://www.fooducate.com/product/Snapdragon-Vegetable-Pho/5E0E89A3-935C-E649-4B3B-8636A899E394
Boomerang's,"Puff Pastry, Pepperoni",https://media.fooducate.com/products/images/180x180/5A566098-C3E9-3FA3-41EF-88F04829DD71-7385.jpeg,https://www.fooducate.com/product/Boomerang-s-Puff-Pastry-Pepperoni/5A566098-A0FA-28A6-4DA3-BDE70DF54026
belVita,"Breakfast Biscuits, Pumpkin Spice",https://media.fooducate.com/products/images/180x180/5D8B7973-57AC-42CF-4294-B089BC11A9FD-6126.jpeg,https://www.fooducate.com/product/belVita-Breakfast-Biscuits-Pumpkin-Spice/55E9A984-DDDB-882B-426D-A3C372213899
Belvita,"Sandwich Breakfast Biscuits, Peanut Butter",https://media.fooducate.com/products/images/180x180/5D6F0D84-8F65-7FCB-46A3-BCEDD44F08DA-2039.jpeg,https://www.fooducate.com/product/Belvita-Sandwich-Breakfast-Biscuits-Peanut-Butter/575605D8-4BCB-4EA6-4632-906DE3BD1705
Reynold's,Northern Pasties,https://media.fooducate.com/products/images/180x180/5DE6F434-B7A8-D16F-4074-AB7F98AD9446-5900.jpeg,https://www.fooducate.com/product/Reynold-s-Northern-Pasties/81882F7E-7C06-11E2-9B11-1231381A4CEA
Nature Valley,Soft-Baked Oatmeal Squares Peanut Butter,https://media.fooducate.com/products/images/180x180/5151B347-D206-4F52-4054-9EDCAC9714B2-6993.jpeg,https://www.fooducate.com/product/Nature-Valley-Soft-Baked-Oatmeal-Squares-Peanut-Butter/99CC03EE-7FD5-11E2-9B11-1231381A4CEA
Vigo,Imported Quinoa Boil In Bag,https://media.fooducate.com/products/images/180x180/58CF15B8-08FC-E30E-40F6-AB971442FA9A-9983.jpeg,https://www.fooducate.com/product/Vigo-Imported-Quinoa-Boil-In-Bag/58CF15B8-4237-4BBC-4EA6-BA66ED750249
Navitas,"Protein & Greens, Essential Superfood Blend",https://media.fooducate.com/products/images/180x180/5E14BFA4-BB1A-515E-47BC-98E62958A8F7-7157.jpeg,https://www.fooducate.com/product/Navitas-Protein-Greens-Essential-Superfood-Blend/5DF529B7-B24A-DD58-44AA-8021973E30F1
Giant,Oats And O's,https://media.fooducate.com/products/images/180x180/5A273689-695D-534F-42BE-900DAC1845AF-1887.jpeg,https://www.fooducate.com/product/Giant-Oats-And-O-s/5901506A-690E-4577-4C13-9B4ADDF4AA88
Big Mountain Foods,Superfood Breakfast Sausage,https://media.fooducate.com/products/images/180x180/5B636199-140C-DD05-4725-B46BAD59724C-9700.jpeg,https://www.fooducate.com/product/Big-Mountain-Foods-Superfood-Breakfast-Sausage/5B636199-CEB3-A3D2-4636-B241FD0FC199
Muesli Fusion,"Pure Premium Gluten Free Muesli, Morning Zen",https://media.fooducate.com/products/images/180x180/51A75925-8FB3-3645-4EE9-BED4AD540617-7677.jpeg,https://www.fooducate.com/product/Muesli-Fusion-Pure-Premium-Gluten-Free-Muesli-Morning-Zen/E39E7530-C92F-11E2-A48E-1E047F2017A1
Bob's Red Mill,"Egg Replacer, 100% Vegetarian",https://media.fooducate.com/products/images/180x180/53C468ED-C906-D365-4574-A05DDD2B8441-1248.jpeg,https://www.fooducate.com/product/Bob-s-Red-Mill-Egg-Replacer-100-Vegetarian/B0D4BFB2-E109-11DF-A102-FEFD45A4D471
Voortman,"Breakfast Biscuits, Apple Cinnamon",https://media.fooducate.com/products/images/180x180/5CD8B03D-A730-F4B5-4932-BDD7118585D4-7305.jpeg,https://www.fooducate.com/product/Voortman-Breakfast-Biscuits-Apple-Cinnamon/5CD8B03C-C56F-815D-44DE-9FE59316E12A
Good Food Made Simple,Buttermilk Waffles,https://media.fooducate.com/products/images/180x180/5A397384-D6B6-3D77-4B3C-83001AB9DF3D-4106.jpeg,https://www.fooducate.com/product/Good-Food-Made-Simple-Buttermilk-Waffles/58B6B83C-647B-01B8-49D6-B4354891E3A3
Happy Tot,Oatmeal Plus Sprouted Quinoa,https://media.fooducate.com/products/images/180x180/5BABE670-BBED-929A-4D1F-B87C18C55D05-9664.jpeg,https://www.fooducate.com/product/Happy-Tot-Oatmeal-Plus-Sprouted-Quinoa/5A937743-8A61-BB25-4C73-85C11C5D27A2
Kroger,Break-Free,https://media.fooducate.com/products/images/180x180/4E79C1F2-989B-2038-4198-B60862223A07.jpeg,https://www.fooducate.com/product/Kroger-Break-Free/86FC3BA6-E105-11DF-A102-FEFD45A4D471
